xHistory,uHistory,tHistory,rHistory,JHistory
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",22.50000000000005,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",22.60000000000005,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",22.700000000000053,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",22.800000000000054,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",22.900000000000055,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",23.000000000000057,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",23.10000000000006,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",23.20000000000006,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",23.30000000000006,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",23.400000000000063,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",23.500000000000064,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",23.600000000000065,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",23.700000000000067,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",23.800000000000068,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",23.90000000000007,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",24.00000000000007,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",24.100000000000072,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",24.200000000000074,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",24.300000000000075,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",24.400000000000077,[[-1000.]],0.0
