,u0,u1,u2,x_fil0,x_fil1,x_fil2
397,10.0,10.0,10.0,65.01008422336345,65.23802460853052,72.69637518347521
398,10.0,10.0,10.0,64.98674913716931,64.75292578673972,71.69637518347521
399,10.0,10.0,10.0,64.70057644157616,64.8074071527368,70.71931622094486
400,10.0,10.0,10.0,64.62010644715575,64.80780120146129,69.83830039273639
401,10.0,10.0,10.0,64.60402672863485,64.57047342778746,68.85807479073881
402,10.0,10.0,10.0,64.24707421326026,64.32818477758991,68.0
403,10.0,10.0,10.0,64.24707421326026,64.31434960979746,67.36605838505179
404,10.0,10.0,10.0,64.71609331653016,64.41885804388731,66.78174978947189
405,10.0,10.0,10.0,64.87409824431224,64.60615874946836,66.36605838505179
406,10.0,10.0,10.0,65.34040102178687,64.42157436968259,66.1120665878953
407,10.0,10.0,10.0,65.74284156337627,64.58430859557991,66.0
408,10.0,10.0,10.0,65.82549984357767,65.07632500126692,66.0
409,10.0,10.0,10.0,66.14192520926117,65.18567526336696,66.0
410,10.0,10.0,10.0,66.1120665878953,65.12595802063522,66.0
411,10.0,10.0,10.0,66.0,64.97705896253035,66.0
412,10.0,10.0,10.0,66.0,64.86712439546855,66.0
413,10.0,10.0,10.0,66.0,64.84734999746613,66.0
414,10.0,10.0,10.0,66.0,64.92050835926582,66.0
415,10.0,10.0,10.0,66.0,64.740125237581,66.0
