10,23,10,66.33842645,67.60798407,66.45377138
10,23,10,66.1900545,67.74816597,66.45377922
10,23,10,66.06151134,67.88598359,66.45378677
10,23,10,65.95126916,68.0207283,66.45379399
10,23,10,65.85781787,68.14222292,66.45380084
10,26,10,65.81995239,68.24974487,66.4538073
10,26,10,65.79110478,68.35213914,66.47204942
10,26,10,65.76909996,68.46065067,66.49918084
10,26,10,65.75311139,68.56327684,66.55611704
10,26,10,65.74240047,68.6594168,66.62968171
10,26,10,65.73628063,68.74891768,66.71620196
10,26,10,65.73411655,68.78455751,66.8217601
10,26,10,65.73532379,68.77500455,66.94812203
10,26,10,65.73936795,68.72736685,67.08732297
10,26,10,65.74576322,68.64808724,65.82440154
10,26,10,65.75407079,68.54299091,65.97863951
10,10,10,65.76389672,68.4037173,66.17521422
10,10,10,65.77488977,68.24881177,66.37139569
10,10,10,65.78673898,68.02185961,66.30732819
10,10,14,65.79917116,67.78881277,66.49442837
10,10,14,65.81194833,67.55491604,67.29167881
10,10,19,65.82486509,67.32313103,67.47095773
10,10,19,65.83774607,67.0958938,68.40010632
10,10,19,65.85044339,66.87520918,68.56433651
10,10,21,65.86283416,66.6626947,68.70353818
10,10,23,65.87481808,66.45962104,69.14313358
10,10,23,65.88631521,66.26695044,69.57783229
10,10,23,65.89726369,66.1578775,69.69347761
10,10,23,65.90761777,66.05886125,69.40976898
10,10,23,65.91734582,65.96771279,69.50502497
10,10,23,65.92642856,65.88425073,69.60504339
10,10,23,65.93485736,65.80828183,69.69867088
10,10,23,65.9426327,65.73955496,69.78550755
10,10,23,65.94976279,65.67777149,69.79261446
10,10,23,65.94976279,65.62259619,69.75747019
10,10,23,65.94976279,65.57366683,69.68775182
10,10,26,65.94976279,65.53060266,69.5896447
10,10,26,65.94976279,65.49301183,69.92607942
10,10,26,65.94976279,65.46049773,69.78725497
10,10,26,65.94976279,65.43266448,71.67496865
10,10,26,65.94976279,65.40912151,71.50080399
10,10,26,65.94976279,65.38948742,71.26431283
10,10,26,65.94976279,65.37339306,71.02718359
10,10,26,65.94976279,65.36048409,70.79378356
10,10,26,65.94976279,65.35042289,70.5663596
10,10,26,65.94976279,65.34288999,70.34669966
10,10,26,65.94976279,65.3375851,70.1362222
10,10,10,65.94976279,65.33422773,69.93601751
10,10,10,65.94976279,65.33255743,67.30751251
10,10,10,65.94976279,65.33233386,67.12999732
10,10,10,65.94976279,65.33333651,67.0321061
10,10,10,65.94976279,65.33536429,66.94419687
10,10,10,65.94976279,65.33823492,66.86406025
10,10,10,65.94976279,65.34178419,66.79140133
10,10,10,65.94976279,65.34586514,66.72593049
10,10,10,65.94976279,65.35034717,66.66731863
10,10,10,65.94976279,65.35034717,66.61520574
10,10,10,65.94976279,65.35034717,66.56920998
10,10,10,65.94976279,65.35034717,66.52893553
10,10,10,65.94976279,65.35034717,66.49397951
10,10,10,65.94976279,65.35034717,66.46393781
10,10,10,65.94976279,65.35034717,66.43841018
10,10,10,65.94976279,65.35034717,66.41700431
10,10,10,65.94976279,65.35034717,66.39933933
10,10,10,65.94976279,65.35034717,66.38504856
10,10,10,65.94976279,65.35034717,66.37378173
10,10,10,65.94976279,65.35034717,66.36520654
10,10,10,65.94976279,65.35034717,66.35900992
10,10,10,65.94976279,65.35034717,66.35489877
10,10,10,65.94976279,65.35034717,66.35260035
10,10,10,65.94976279,65.35034717,66.3518624
10,10,10,65.94976279,65.35034717,66.35245301
10,10,10,65.94976279,65.35034717,66.3541602
10,10,10,65.94976279,65.35034717,66.35679139
10,10,10,65.94976279,65.35034717,66.36017273
10,10,10,65.94976279,65.35034717,66.36414822
10,10,10,65.94976279,65.35034717,66.36857887
10,10,10,65.94976279,65.35034717,66.37334169
