,u0,u1,u2,x_sim0,x_sim1,x_sim2
1753,40.0,0.0,0.0,54.435210859164144,54.360803753137134,54.86641687578216
1754,40.0,0.0,0.0,54.435202584892835,54.36080750527354,54.8663776961302
1755,40.0,0.0,0.0,54.435195338916074,54.36081090924536,54.866342451551425
1756,40.0,0.0,0.0,54.435188990387495,54.360814018445325,54.86631074883971
1757,40.0,0.0,0.0,54.43518342487491,54.3608168747719,54.86628223633503
1758,40.0,0.0,0.0,54.43517854242536,54.36081951105625,54.866256598861966
1759,40.0,0.0,0.0,54.43517425583051,54.36082195304118,54.86623355339952
1760,40.0,0.0,0.0,54.43517048907677,54.36082422098241,54.86621284536613
1761,40.0,0.0,0.0,54.4351671759647,54.360826330933975,54.866194245422136
1762,40.0,0.0,0.0,54.43516425888302,54.3608282957708,54.866177546707334
1763,40.0,0.0,0.0,54.43516168772278,54.36083012599414,54.86616256244489
1764,40.0,0.0,0.0,54.43515941891846,54.360831830358464,54.866149123854
1765,40.0,0.0,0.0,54.43515741460324,54.36083341635343,54.86613707832315
1766,40.0,0.0,0.0,54.43515564186661,54.36083489056821,54.86612628780409
1767,40.0,0.0,0.0,54.43515407210364,54.36083625896238,54.86611662739315
1768,40.0,0.0,0.0,54.43515268044571,54.360837527062074,54.86610798407227
1769,40.0,0.0,0.0,54.43515144526351,54.360838700098085,54.86610025558686
1770,40.0,0.0,0.0,54.435150347734144,54.36083978309915,54.86609334944127
1771,40.0,0.0,0.0,54.435149371464675,54.36084078095095,54.866087181996306
1772,40.0,0.0,0.0,54.43514850216535,54.36084169842995,54.866081677655266
1773,40.0,0.0,0.0,54.43514772736633,54.3608425402189,54.86607676812788
1774,40.0,0.0,0.0,54.435147036172665,54.36084331090942,54.866072391762714
1775,40.0,0.0,0.0,54.435146419052415,54.360844014996445,54.86606849294038
1776,40.0,0.0,0.0,54.43514586765379,54.36084465686699,54.86606502152107
1777,40.0,0.0,0.0,54.435145374647405,54.360845240786645,54.8660619323408
1778,40.0,0.0,0.0,54.43514493359041,54.360845770885206,54.86605918475162
1779,40.0,0.0,0.0,54.43514453880938,54.360846251142874,54.866056742201714
1780,40.0,0.0,0.0,54.435144185299635,54.36084668537765,54.86605457185178
1781,42.4,0.0,0.0,54.435143868638335,54.36084707723488,54.86605264422451
1782,42.4,0.0,0.0,54.46553846194602,54.360847430179064,54.866050932884455
1783,42.4,0.0,0.0,54.49180844235134,54.36437279239769,54.865865103394746
1784,42.4,0.0,0.0,54.514434739513874,54.370399031481355,54.86593156733057
1785,42.4,0.0,0.0,54.53385156038886,54.378104183155486,54.86653043621641
1786,52.6,0.0,0.0,54.55045081228351,54.38683844021176,54.867822286266545
1787,52.6,0.0,0.0,54.69376381058935,54.39609615357446,54.86987828155569
1788,68.8,0.0,0.0,54.81780543710907,54.42041588834135,54.87192115344313
1789,68.8,0.0,0.0,55.13013611256737,54.45518427916021,54.87575723273298
1790,68.8,0.0,0.0,55.40191973338874,54.52030802122022,54.88125739642056
1791,75.4,0.0,0.0,55.63845217355444,54.60613504552427,54.891922926056154
1792,79.0,0.0,0.0,55.927523571061656,54.70523971168129,54.90983149511336
1793,79.0,0.0,0.0,56.225322100087084,54.82139917453921,54.93551237321029
1794,79.0,0.0,0.0,56.48543982597019,54.95296987949848,54.97013708426466
1795,79.0,0.0,0.0,56.711801216767775,55.09366936203587,55.014870749303114
1796,79.0,0.0,0.0,56.90773133874845,55.23888368670521,55.070047464931065
1797,79.0,0.0,0.0,57.07613942145022,55.38523655623928,55.13543444482237
1798,79.0,0.0,0.0,57.21963390869493,55.530247750160896,55.21042339350752
1799,79.0,0.0,0.0,57.340596708068205,55.67207712897695,55.29416597514254
1800,79.0,0.0,0.0,57.44123229728022,55.80933927620815,55.38566815897302
1801,79.0,0.0,0.0,57.523600647498135,55.94097247450449,55.48385514797649
1802,88.0,0.0,0.0,57.58963922873695,56.06614794456087,55.58761568023265
